id,sceneId,roomId,roomType,nOrigPersImgs,genPersImgIndices
scene_00498_r316,scene_00498,316,living room,5,360-431
scene_00498_r112,scene_00498,112,bedroom,5,432-503
scene_00499_r471198,scene_00499,471198,corridor,1,0-71
scene_00499_r352,scene_00499,352,bedroom,5,72-143
scene_00499_r472,scene_00499,472,kitchen,5,144-215
scene_00499_r310,scene_00499,310,balcony,4,216-287
scene_00499_r169,scene_00499,169,balcony,4,288-359
scene_00499_r1638,scene_00499,1638,store room,1,360-431
scene_00499_r312,scene_00499,312,bedroom,5,432-503
scene_00499_r395,scene_00499,395,study,5,504-575
scene_00499_r422,scene_00499,422,living room,5,576-647
scene_00499_r446,scene_00499,446,bathroom,3,648-719
scene_00499_r372,scene_00499,372,bathroom,4,720-791
scene_00500_r4209,scene_00500,4209,bedroom,5,0-71
scene_00500_r974,scene_00500,974,bathroom,3,72-143
scene_00500_r615,scene_00500,615,kitchen,4,144-215
scene_00500_r1225,scene_00500,1225,undefined,3,216-287
scene_00500_r25032,scene_00500,25032,undefined,0,288-359
scene_00500_r729,scene_00500,729,bedroom,5,360-431
scene_00500_r4659,scene_00500,4659,undefined,3,432-503
scene_00500_r32234,scene_00500,32234,undefined,5,504-575
scene_00500_r2517,scene_00500,2517,bathroom,2,576-647
scene_00500_r392,scene_00500,392,living room,5,648-719
scene_00500_r881,scene_00500,881,bedroom,5,720-791
scene_00501_r942015,scene_00501,942015,kitchen,4,0-71
scene_00501_r1622,scene_00501,1622,balcony,2,72-143
scene_00501_r1840,scene_00501,1840,living room,4,144-215
scene_00501_r599,scene_00501,599,bedroom,5,216-287
scene_00501_r1326,scene_00501,1326,bedroom,5,288-359
scene_00501_r731,scene_00501,731,bathroom,4,360-431
scene_00501_r2032,scene_00501,2032,bathroom,2,432-503
scene_00501_r1132,scene_00501,1132,bedroom,3,504-575
scene_00502_r938159,scene_00502,938159,bathroom,5,0-71
scene_00502_r826,scene_00502,826,living room,5,72-143
scene_00502_r249,scene_00502,249,bedroom,4,144-215
scene_00502_r381,scene_00502,381,kitchen,5,216-287
scene_00502_r966,scene_00502,966,balcony,3,288-359
scene_00502_r541,scene_00502,541,bedroom,3,360-431
scene_00503_r504,scene_00503,504,bedroom,5,0-71
scene_00503_r758,scene_00503,758,bathroom,5,72-143
scene_00503_r3359,scene_00503,3359,balcony,5,144-215
scene_00503_r3254,scene_00503,3254,kitchen,2,216-287
scene_00503_r557,scene_00503,557,living room,4,288-359
scene_00503_r685,scene_00503,685,bedroom,4,360-431
scene_00503_r1698,scene_00503,1698,bedroom,5,432-503
scene_00504_r314,scene_00504,314,kitchen,4,0-71
scene_00504_r221,scene_00504,221,balcony,5,72-143
scene_00504_r439,scene_00504,439,living room,5,144-215
scene_00504_r170,scene_00504,170,balcony,3,216-287
scene_00504_r151,scene_00504,151,bathroom,3,288-359
scene_00504_r334,scene_00504,334,bedroom,5,360-431
scene_00504_r409,scene_00504,409,bedroom,3,432-503
scene_00505_r923960,scene_00505,923960,living room,5,0-71
scene_00505_r929018,scene_00505,929018,balcony,5,72-143
scene_00505_r930734,scene_00505,930734,study,3,144-215
scene_00505_r924021,scene_00505,924021,bedroom,4,216-287
scene_00505_r924526,scene_00505,924526,bathroom,3,288-359
scene_00505_r925463,scene_00505,925463,kitchen,3,360-431
scene_00505_r924101,scene_00505,924101,bedroom,5,432-503
scene_00505_r924528,scene_00505,924528,store room,4,504-575
scene_00506_r634144,scene_00506,634144,bathroom,4,0-71
scene_00506_r840443,scene_00506,840443,bedroom,4,72-143
scene_00506_r878534,scene_00506,878534,bedroom,5,144-215
scene_00506_r842396,scene_00506,842396,living room,5,216-287
scene_00506_r873433,scene_00506,873433,balcony,5,288-359
scene_00506_r869366,scene_00506,869366,kitchen,3,360-431
scene_00506_r878438,scene_00506,878438,bedroom,5,432-503
scene_00506_r2493,scene_00506,2493,bathroom,3,504-575
scene_00507_r1502,scene_00507,1502,kitchen,4,0-71
scene_00507_r2064,scene_00507,2064,study,4,72-143
scene_00507_r1955,scene_00507,1955,bedroom,5,144-215
scene_00507_r1073,scene_00507,1073,living room,5,216-287
scene_00507_r11282,scene_00507,11282,bathroom,3,288-359
scene_00507_r3110,scene_00507,3110,balcony,5,360-431
scene_00507_r1651,scene_00507,1651,bathroom,4,432-503
scene_00507_r1301,scene_00507,1301,bedroom,4,504-575
scene_00507_r11284,scene_00507,11284,undefined,1,576-647
scene_00507_r7247,scene_00507,7247,store room,5,648-719
scene_00508_r372,scene_00508,372,bathroom,5,0-71
scene_00508_r446,scene_00508,446,bathroom,3,72-143
scene_00508_r171,scene_00508,171,undefined,3,144-215
scene_00508_r422,scene_00508,422,living room,5,216-287
scene_00508_r395,scene_00508,395,study,5,288-359
scene_00508_r312,scene_00508,312,bedroom,4,360-431
scene_00508_r310,scene_00508,310,balcony,4,432-503
scene_00508_r169,scene_00508,169,balcony,2,504-575
scene_00508_r472,scene_00508,472,kitchen,3,576-647
scene_00508_r352,scene_00508,352,bedroom,5,648-719
scene_00509_r584,scene_00509,584,living room,5,0-71
scene_00509_r735,scene_00509,735,bedroom,2,72-143
scene_00509_r436,scene_00509,436,bathroom,0,144-215
scene_00509_r159,scene_00509,159,kitchen,4,216-287
scene_00509_r857,scene_00509,857,bedroom,4,288-359
scene_00510_r3356,scene_00510,3356,balcony,5,0-71
scene_00510_r1785,scene_00510,1785,living room,5,72-143
scene_00510_r3967,scene_00510,3967,undefined,4,144-215
scene_00510_r4930,scene_00510,4930,kitchen,4,216-287
scene_00511_r580,scene_00511,580,bathroom,2,0-71
scene_00511_r2166,scene_00511,2166,undefined,0,72-143
scene_00511_r3246,scene_00511,3246,balcony,1,144-215
scene_00511_r3900,scene_00511,3900,living room,3,216-287
scene_00511_r4429,scene_00511,4429,kitchen,5,288-359
scene_00511_r835,scene_00511,835,bedroom,4,360-431
scene_00511_r427,scene_00511,427,bedroom,4,432-503
scene_00511_r539,scene_00511,539,bathroom,1,504-575
scene_00512_r2569,scene_00512,2569,bedroom,5,0-71
scene_00512_r41420,scene_00512,41420,kitchen,3,72-143
scene_00512_r2573,scene_00512,2573,study,0,144-215
scene_00512_r2567,scene_00512,2567,living room,4,216-287
scene_00512_r19484,scene_00512,19484,bathroom,2,288-359
scene_00512_r2571,scene_00512,2571,bedroom,5,360-431
scene_00512_r2575,scene_00512,2575,balcony,5,432-503
scene_00512_r65457,scene_00512,65457,bathroom,2,504-575
scene_00513_r612261,scene_00513,612261,kitchen,2,0-71
scene_00513_r611677,scene_00513,611677,balcony,3,72-143
scene_00513_r611238,scene_00513,611238,bathroom,4,144-215
scene_00513_r611544,scene_00513,611544,bedroom,5,216-287
scene_00513_r611356,scene_00513,611356,bedroom,3,288-359
scene_00513_r611925,scene_00513,611925,living room,5,360-431
scene_00514_r375,scene_00514,375,living room,5,0-71
scene_00514_r4325,scene_00514,4325,kitchen,5,72-143
scene_00514_r1342,scene_00514,1342,bedroom,4,144-215
scene_00514_r5073,scene_00514,5073,bathroom,1,216-287
scene_00514_r5498,scene_00514,5498,undefined,3,288-359
scene_00514_r1618,scene_00514,1618,bedroom,5,360-431
scene_00514_r1175,scene_00514,1175,bedroom,4,432-503
scene_00514_r5961,scene_00514,5961,balcony,5,504-575
scene_00514_r3732,scene_00514,3732,undefined,3,576-647
scene_00515_r270577,scene_00515,270577,living room,4,0-71
scene_00515_r289367,scene_00515,289367,bedroom,4,72-143
scene_00515_r263320,scene_00515,263320,kitchen,4,144-215
scene_00515_r275236,scene_00515,275236,bedroom,5,216-287
scene_00515_r277475,scene_00515,277475,balcony,1,288-359
scene_00515_r263321,scene_00515,263321,bathroom,4,360-431
scene_00515_r267909,scene_00515,267909,bathroom,3,432-503
scene_00515_r279011,scene_00515,279011,bedroom,5,504-575
scene_00516_r2195,scene_00516,2195,kitchen,3,0-71
scene_00516_r1735,scene_00516,1735,study,5,72-143
scene_00516_r2285,scene_00516,2285,bathroom,4,144-215
scene_00516_r2112,scene_00516,2112,bathroom,5,216-287
scene_00516_r1954,scene_00516,1954,bedroom,5,288-359
scene_00516_r311,scene_00516,311,living room,5,360-431
scene_00516_r1077,scene_00516,1077,bedroom,5,432-503
scene_00517_r402885,scene_00517,402885,kitchen,4,0-71
scene_00517_r402888,scene_00517,402888,undefined,4,72-143
scene_00517_r402882,scene_00517,402882,bedroom,5,144-215
scene_00517_r402886,scene_00517,402886,undefined,1,216-287
scene_00517_r402881,scene_00517,402881,bedroom,3,288-359
scene_00517_r402883,scene_00517,402883,bedroom,3,360-431
scene_00517_r402880,scene_00517,402880,living room,5,432-503
scene_00517_r402887,scene_00517,402887,undefined,2,504-575
scene_00518_r192,scene_00518,192,living room,4,0-71
scene_00518_r4113,scene_00518,4113,study,4,72-143
scene_00518_r1214,scene_00518,1214,balcony,5,144-215
scene_00518_r3114,scene_00518,3114,kitchen,3,216-287
scene_00518_r255,scene_00518,255,bedroom,5,288-359
scene_00518_r1301,scene_00518,1301,balcony,5,360-431
scene_00518_r1123,scene_00518,1123,bathroom,2,432-503
scene_00519_r1414,scene_00519,1414,living room,5,0-71
scene_00519_r3082,scene_00519,3082,bathroom,1,72-143
scene_00519_r4286,scene_00519,4286,bedroom,5,144-215
scene_00519_r161,scene_00519,161,balcony,5,216-287
scene_00519_r1155,scene_00519,1155,bedroom,4,288-359
scene_00519_r2964,scene_00519,2964,bedroom,4,360-431
scene_00519_r810,scene_00519,810,balcony,4,432-503
scene_00519_r6313,scene_00519,6313,kitchen,3,504-575
scene_00519_r4055,scene_00519,4055,bathroom,5,576-647
scene_00520_r550,scene_00520,550,kitchen,2,0-71
scene_00520_r10237,scene_00520,10237,bedroom,4,72-143
scene_00520_r314,scene_00520,314,bathroom,3,144-215
scene_00520_r26193,scene_00520,26193,balcony,5,216-287
scene_00520_r22775,scene_00520,22775,undefined,2,288-359
scene_00520_r692,scene_00520,692,dining room,5,360-431
scene_00520_r7604,scene_00520,7604,undefined,3,432-503
scene_00520_r721972193593297,scene_00520,721972193593297,bathroom,1,504-575
scene_00520_r7400,scene_00520,7400,bedroom,5,576-647
scene_00520_r202,scene_00520,202,bedroom,4,648-719
scene_00520_r7219,scene_00520,7219,living room,4,720-791
scene_00521_r1065,scene_00521,1065,bedroom,5,0-71
scene_00522_r735,scene_00522,735,bedroom,4,0-71
scene_00522_r436,scene_00522,436,bathroom,3,72-143
scene_00522_r584,scene_00522,584,living room,5,144-215
scene_00522_r857,scene_00522,857,bedroom,5,216-287
scene_00522_r159,scene_00522,159,kitchen,3,288-359
scene_00523_r293,scene_00523,293,living room,5,0-71
scene_00523_r2932932934192214,scene_00523,2932932934192214,kitchen,4,72-143
scene_00523_r16041,scene_00523,16041,bathroom,4,144-215
scene_00524_r6637,scene_00524,6637,bedroom,5,0-71
scene_00524_r6653,scene_00524,6653,undefined,5,72-143
scene_00524_r6661,scene_00524,6661,balcony,4,144-215
scene_00525_r817,scene_00525,817,living room,4,0-71
scene_00525_r1029,scene_00525,1029,balcony,3,72-143
scene_00526_r1517,scene_00526,1517,balcony,3,0-71
scene_00526_r680,scene_00526,680,bedroom,5,72-143
scene_00526_r1690,scene_00526,1690,kitchen,3,144-215
scene_00526_r1881,scene_00526,1881,balcony,5,216-287
scene_00526_r420,scene_00526,420,bedroom,3,288-359
scene_00526_r468,scene_00526,468,bathroom,4,360-431
scene_00526_r1423,scene_00526,1423,living room,5,432-503
scene_00527_r3601,scene_00527,3601,bedroom,5,0-71
scene_00527_r4740,scene_00527,4740,balcony,5,72-143
scene_00527_r240,scene_00527,240,living room,5,144-215
scene_00527_r1195,scene_00527,1195,bathroom,5,216-287
scene_00527_r811,scene_00527,811,bathroom,3,288-359
scene_00527_r636,scene_00527,636,bedroom,5,360-431
scene_00527_r2767,scene_00527,2767,bedroom,4,432-503
scene_00528_r920617,scene_00528,920617,undefined,4,0-71
scene_00528_r452484,scene_00528,452484,kitchen,3,72-143
scene_00528_r6723,scene_00528,6723,bedroom,5,144-215
scene_00528_r2440,scene_00528,2440,bathroom,2,216-287
scene_00528_r977,scene_00528,977,living room,5,288-359
scene_00528_r452231,scene_00528,452231,bathroom,4,360-431
scene_00528_r6648,scene_00528,6648,bedroom,5,432-503
scene_00528_r252,scene_00528,252,bedroom,5,504-575
scene_00529_r242,scene_00529,242,living room,5,0-71
scene_00529_r989,scene_00529,989,bathroom,1,72-143
scene_00529_r706,scene_00529,706,bedroom,4,144-215
scene_00529_r1231,scene_00529,1231,bedroom,5,216-287
scene_00529_r143,scene_00529,143,balcony,5,288-359
scene_00529_r1152,scene_00529,1152,kitchen,4,360-431
scene_00529_r2036,scene_00529,2036,bedroom,5,432-503
scene_00530_r469,scene_00530,469,undefined,5,0-71
scene_00530_r141,scene_00530,141,undefined,5,72-143
scene_00531_r343,scene_00531,343,bedroom,5,0-71
scene_00531_r234,scene_00531,234,bathroom,5,72-143
scene_00531_r2679,scene_00531,2679,study,4,144-215
scene_00531_r1552,scene_00531,1552,living room,5,216-287
scene_00531_r484,scene_00531,484,bedroom,5,288-359
scene_00531_r2872,scene_00531,2872,bedroom,5,360-431
scene_00531_r5475,scene_00531,5475,balcony,5,432-503
scene_00531_r922722,scene_00531,922722,kitchen,2,504-575
scene_00531_r924218,scene_00531,924218,balcony,4,576-647
scene_00531_r4356,scene_00531,4356,bathroom,3,648-719
scene_00531_r17026,scene_00531,17026,bathroom,3,720-791
scene_00531_r10999,scene_00531,10999,store room,2,792-863
scene_00532_r840759,scene_00532,840759,undefined,5,0-71
scene_00532_r252514,scene_00532,252514,undefined,5,72-143
scene_00533_r8953,scene_00533,8953,undefined,4,0-71
scene_00533_r718,scene_00533,718,undefined,2,72-143
scene_00533_r16462,scene_00533,16462,undefined,1,144-215
scene_00533_r1099,scene_00533,1099,undefined,1,216-287
scene_00533_r9690,scene_00533,9690,undefined,4,288-359
scene_00533_r1168,scene_00533,1168,undefined,1,360-431
scene_00534_r143,scene_00534,143,balcony,4,0-71
scene_00534_r934,scene_00534,934,bedroom,5,72-143
scene_00534_r1978,scene_00534,1978,bathroom,2,144-215
scene_00534_r1015,scene_00534,1015,bedroom,5,216-287
scene_00534_r1095,scene_00534,1095,bathroom,2,288-359
scene_00534_r568,scene_00534,568,living room,5,360-431
scene_00534_r1671,scene_00534,1671,kitchen,2,432-503
scene_00534_r2164,scene_00534,2164,bedroom,5,504-575
scene_00535_r146030,scene_00535,146030,living room,3,0-71
scene_00535_r146034,scene_00535,146034,balcony,2,72-143
scene_00535_r146033,scene_00535,146033,study,5,144-215
scene_00535_r146031,scene_00535,146031,bedroom,5,216-287
scene_00535_r146036,scene_00535,146036,bathroom,0,288-359
scene_00535_r146032,scene_00535,146032,bedroom,5,360-431
scene_00535_r146035,scene_00535,146035,kitchen,5,432-503
scene_00536_r5366,scene_00536,5366,kitchen,4,0-71
scene_00536_r4552,scene_00536,4552,bedroom,5,72-143
scene_00536_r575,scene_00536,575,living room,5,144-215
scene_00536_r1940,scene_00536,1940,balcony,4,216-287
scene_00536_r1732,scene_00536,1732,bathroom,3,288-359
scene_00536_r907,scene_00536,907,study,3,360-431
scene_00536_r994,scene_00536,994,bathroom,5,432-503
scene_00536_r496867086,scene_00536,496867086,undefined,4,504-575
scene_00536_r1534,scene_00536,1534,bedroom,5,576-647
scene_00537_r168,scene_00537,168,bathroom,1,0-71
scene_00537_r329,scene_00537,329,bathroom,2,72-143
scene_00537_r410,scene_00537,410,undefined,0,144-215
scene_00537_r278,scene_00537,278,undefined,0,216-287
scene_00537_r751,scene_00537,751,kitchen,5,288-359
scene_00537_r361,scene_00537,361,bedroom,5,360-431
scene_00537_r276,scene_00537,276,balcony,4,432-503
scene_00537_r166,scene_00537,166,balcony,3,504-575
scene_00537_r246,scene_00537,246,undefined,0,576-647
scene_00537_r309,scene_00537,309,bedroom,5,648-719
scene_00537_r2145,scene_00537,2145,store room,4,720-791
scene_00537_r363,scene_00537,363,study,5,792-863
scene_00537_r737,scene_00537,737,living room,5,864-935
scene_00537_r197,scene_00537,197,undefined,0,936-1007
scene_00538_r2444,scene_00538,2444,living room,5,0-71
scene_00538_r543,scene_00538,543,bathroom,0,72-143
scene_00538_r19912,scene_00538,19912,undefined,5,144-215
scene_00538_r141,scene_00538,141,kitchen,1,216-287
scene_00538_r32344,scene_00538,32344,undefined,0,288-359
scene_00538_r265,scene_00538,265,study,4,360-431
scene_00538_r15742,scene_00538,15742,bedroom,4,432-503
scene_00538_r33200,scene_00538,33200,undefined,3,504-575
scene_00538_r1378,scene_00538,1378,bedroom,5,576-647
scene_00539_r1013633,scene_00539,1013633,undefined,5,0-71
scene_00539_r940,scene_00539,940,undefined,5,72-143
scene_00539_r1012418,scene_00539,1012418,kitchen,5,144-215
scene_00539_r1012603,scene_00539,1012603,bathroom,5,216-287
scene_00539_r1013398,scene_00539,1013398,undefined,5,288-359
scene_00540_r225,scene_00540,225,bathroom,3,0-71
scene_00540_r324,scene_00540,324,bedroom,5,72-143
scene_00540_r422,scene_00540,422,kitchen,5,144-215
scene_00540_r159,scene_00540,159,living room,5,216-287
scene_00541_r6299,scene_00541,6299,living room,4,0-71
scene_00541_r302,scene_00541,302,undefined,0,72-143
scene_00541_r266,scene_00541,266,bathroom,5,144-215
scene_00541_r5488,scene_00541,5488,undefined,3,216-287
scene_00541_r227,scene_00541,227,bedroom,5,288-359
scene_00541_r5360,scene_00541,5360,dining room,2,360-431
scene_00541_r246,scene_00541,246,balcony,5,432-503
scene_00541_r283,scene_00541,283,bedroom,5,504-575
scene_00541_r126,scene_00541,126,kitchen,3,576-647
scene_00541_r169,scene_00541,169,bedroom,5,648-719
scene_00542_r164165,scene_00542,164165,bathroom,1,0-71
scene_00542_r168831,scene_00542,168831,bedroom,3,72-143
scene_00542_r163527,scene_00542,163527,living room,4,144-215
scene_00543_r242,scene_00543,242,undefined,4,0-71
scene_00543_r380,scene_00543,380,bathroom,2,72-143
scene_00543_r950,scene_00543,950,bathroom,1,144-215
scene_00543_r663,scene_00543,663,bathroom,1,216-287
scene_00543_r885,scene_00543,885,bathroom,0,288-359
scene_00543_r176,scene_00543,176,undefined,5,360-431
scene_00544_r320439,scene_00544,320439,bedroom,5,0-71
scene_00544_r6936,scene_00544,6936,bathroom,5,72-143
scene_00544_r6932,scene_00544,6932,study,5,144-215
scene_00544_r322038,scene_00544,322038,bedroom,5,216-287
scene_00544_r6935,scene_00544,6935,bathroom,5,288-359
scene_00544_r6937,scene_00544,6937,balcony,3,360-431
scene_00544_r320736,scene_00544,320736,living room,4,432-503
scene_00544_r6934,scene_00544,6934,kitchen,4,504-575
scene_00544_r321034,scene_00544,321034,balcony,1,576-647
scene_00545_r253,scene_00545,253,living room,5,0-71
scene_00545_r647,scene_00545,647,kitchen,5,72-143
scene_00545_r2906,scene_00545,2906,balcony,5,144-215
scene_00546_r434693,scene_00546,434693,bedroom,4,0-71
scene_00546_r434694,scene_00546,434694,kitchen,4,72-143
scene_00546_r434697,scene_00546,434697,bathroom,3,144-215
scene_00546_r434695,scene_00546,434695,study,4,216-287
scene_00546_r434692,scene_00546,434692,bedroom,5,288-359
scene_00546_r434696,scene_00546,434696,bathroom,0,360-431
scene_00546_r434691,scene_00546,434691,living room,5,432-503
scene_00546_r437248,scene_00546,437248,bathroom,1,504-575
scene_00547_r681,scene_00547,681,balcony,5,0-71
scene_00547_r992845,scene_00547,992845,bathroom,4,72-143
scene_00547_r572,scene_00547,572,bedroom,3,144-215
scene_00547_r190,scene_00547,190,living room,4,216-287
scene_00547_r141,scene_00547,141,kitchen,4,288-359
scene_00547_r253,scene_00547,253,bathroom,2,360-431
scene_00547_r391,scene_00547,391,bedroom,5,432-503
scene_00547_r806,scene_00547,806,undefined,1,504-575
scene_00547_r320,scene_00547,320,study,5,576-647
scene_00547_r494,scene_00547,494,bathroom,5,648-719
scene_00548_r16140,scene_00548,16140,bathroom,2,0-71
scene_00548_r187,scene_00548,187,bedroom,4,72-143
scene_00548_r363,scene_00548,363,bedroom,4,144-215
scene_00548_r12767,scene_00548,12767,balcony,3,216-287
scene_00548_r705,scene_00548,705,undefined,3,288-359
scene_00548_r12655,scene_00548,12655,study,2,360-431
scene_00548_r14387,scene_00548,14387,bathroom,3,432-503
scene_00548_r707,scene_00548,707,bathroom,2,504-575
scene_00548_r551,scene_00548,551,kitchen,4,576-647
scene_00548_r268,scene_00548,268,living room,5,648-719
scene_00548_r16273,scene_00548,16273,bedroom,5,720-791
scene_00549_r242,scene_00549,242,living room,5,0-71
scene_00549_r1946,scene_00549,1946,undefined,5,72-143
scene_00549_r978,scene_00549,978,balcony,4,144-215
scene_00549_r353,scene_00549,353,kitchen,1,216-287
scene_00550_r1203,scene_00550,1203,corridor,3,0-71
scene_00550_r713,scene_00550,713,bathroom,3,72-143
scene_00550_r143,scene_00550,143,kitchen,5,144-215
scene_00550_r1491,scene_00550,1491,balcony,1,216-287
scene_00550_r912,scene_00550,912,bedroom,4,288-359
scene_00550_r612,scene_00550,612,undefined,0,360-431
scene_00550_r547,scene_00550,547,bathroom,3,432-503
scene_00550_r5381,scene_00550,5381,undefined,4,504-575
scene_00550_r3162,scene_00550,3162,living room,4,576-647
scene_00550_r804,scene_00550,804,bedroom,5,648-719
scene_00550_r1818,scene_00550,1818,balcony,0,720-791
scene_00551_r436,scene_00551,436,bathroom,2,0-71
scene_00551_r735,scene_00551,735,bedroom,4,72-143
scene_00551_r584,scene_00551,584,living room,5,144-215
scene_00551_r857,scene_00551,857,bedroom,4,216-287
scene_00551_r159,scene_00551,159,kitchen,4,288-359
scene_00552_r25105,scene_00552,25105,undefined,3,0-71
scene_00552_r583,scene_00552,583,undefined,4,72-143
scene_00552_r908,scene_00552,908,bathroom,3,144-215
scene_00552_r18193,scene_00552,18193,undefined,3,216-287
scene_00552_r11950,scene_00552,11950,bathroom,3,288-359
scene_00552_r17930,scene_00552,17930,bathroom,5,360-431
scene_00552_r11049,scene_00552,11049,living room,5,432-503
scene_00552_r163,scene_00552,163,undefined,4,504-575
scene_00552_r15365,scene_00552,15365,bedroom,4,576-647
scene_00552_r1849,scene_00552,1849,balcony,5,648-719
scene_00552_r2078,scene_00552,2078,bedroom,5,720-791
scene_00552_r30817,scene_00552,30817,balcony,2,792-863
scene_00552_r16185,scene_00552,16185,store room,5,864-935
scene_00553_r2548,scene_00553,2548,bathroom,2,0-71
scene_00553_r661608,scene_00553,661608,store room,2,72-143
scene_00553_r981,scene_00553,981,bathroom,5,144-215
scene_00553_r13376,scene_00553,13376,living room,4,216-287
scene_00553_r18104,scene_00553,18104,bedroom,5,288-359
scene_00553_r28472,scene_00553,28472,bedroom,5,360-431
scene_00553_r29210,scene_00553,29210,corridor,1,432-503
scene_00553_r31396,scene_00553,31396,balcony,5,504-575
scene_00553_r29852,scene_00553,29852,bedroom,5,576-647
scene_00553_r660911,scene_00553,660911,balcony,4,648-719
scene_00554_r19259,scene_00554,19259,kitchen,3,0-71
scene_00554_r1446,scene_00554,1446,bathroom,3,72-143
scene_00554_r3911,scene_00554,3911,bathroom,3,144-215
scene_00554_r1266,scene_00554,1266,balcony,3,216-287
scene_00554_r18442,scene_00554,18442,bathroom,0,288-359
scene_00554_r19013,scene_00554,19013,bedroom,5,360-431
scene_00554_r3117,scene_00554,3117,balcony,0,432-503
scene_00554_r813,scene_00554,813,bedroom,5,504-575
scene_00554_r7374,scene_00554,7374,balcony,5,576-647
scene_00554_r7273,scene_00554,7273,living room,5,648-719
scene_00554_r123848,scene_00554,123848,store room,2,720-791
scene_00554_r294,scene_00554,294,bedroom,4,792-863
scene_00555_r584,scene_00555,584,living room,5,0-71
scene_00555_r436,scene_00555,436,bathroom,1,72-143
scene_00555_r735,scene_00555,735,bedroom,4,144-215
scene_00555_r159,scene_00555,159,kitchen,1,216-287
scene_00555_r857,scene_00555,857,bedroom,3,288-359
scene_00556_r857,scene_00556,857,bedroom,3,0-71
scene_00556_r159,scene_00556,159,kitchen,3,72-143
scene_00556_r735,scene_00556,735,bedroom,3,144-215
scene_00556_r436,scene_00556,436,bathroom,3,216-287
scene_00556_r584,scene_00556,584,living room,5,288-359
scene_00557_r395,scene_00557,395,study,5,0-71
scene_00557_r312,scene_00557,312,bedroom,5,72-143
scene_00557_r372,scene_00557,372,bathroom,5,144-215
scene_00557_r446,scene_00557,446,bathroom,3,216-287
scene_00557_r171,scene_00557,171,undefined,3,288-359
scene_00557_r422,scene_00557,422,living room,5,360-431
scene_00557_r310,scene_00557,310,balcony,1,432-503
scene_00557_r169,scene_00557,169,balcony,5,504-575
scene_00557_r472,scene_00557,472,kitchen,3,576-647
scene_00557_r352,scene_00557,352,bedroom,5,648-719
scene_00558_r6413,scene_00558,6413,bedroom,4,0-71
scene_00558_r513,scene_00558,513,bathroom,2,72-143
scene_00558_r262,scene_00558,262,kitchen,3,144-215
scene_00558_r365,scene_00558,365,balcony,4,216-287
scene_00558_r5733,scene_00558,5733,dining room,4,288-359
scene_00558_r1443,scene_00558,1443,living room,4,360-431
scene_00558_r1696,scene_00558,1696,balcony,3,432-503
scene_00559_r4862,scene_00559,4862,bathroom,5,0-71
scene_00559_r231,scene_00559,231,bedroom,3,72-143
scene_00559_r80,scene_00559,80,undefined,4,144-215
scene_00559_r271,scene_00559,271,balcony,4,216-287
scene_00559_r176,scene_00559,176,undefined,3,288-359
scene_00559_r340,scene_00559,340,bathroom,3,360-431
scene_00559_r266,scene_00559,266,living room,5,432-503
scene_00559_r375,scene_00559,375,kitchen,3,504-575
scene_00560_r143,scene_00560,143,bedroom,5,0-71
scene_00560_r4886,scene_00560,4886,bathroom,0,72-143
scene_00560_r3875,scene_00560,3875,kitchen,5,144-215
scene_00560_r2797,scene_00560,2797,corridor,1,216-287
scene_00560_r615,scene_00560,615,living room,5,288-359
scene_00560_r284,scene_00560,284,balcony,2,360-431
scene_00561_r843590,scene_00561,843590,bedroom,5,0-71
scene_00561_r925609,scene_00561,925609,dining room,4,72-143
scene_00561_r843593,scene_00561,843593,bathroom,2,144-215
scene_00561_r919395,scene_00561,919395,bathroom,1,216-287
scene_00561_r913408,scene_00561,913408,bedroom,5,288-359
scene_00561_r9107984414724,scene_00561,9107984414724,balcony,3,360-431
scene_00561_r910798,scene_00561,910798,living room,5,432-503
scene_00561_r918411,scene_00561,918411,store room,4,504-575
scene_00561_r912995,scene_00561,912995,bedroom,5,576-647
scene_00561_r843591,scene_00561,843591,kitchen,3,648-719
scene_00561_r843592,scene_00561,843592,bathroom,3,720-791
scene_00562_r879016,scene_00562,879016,bathroom,5,0-71
scene_00562_r312,scene_00562,312,bedroom,5,72-143
scene_00562_r395,scene_00562,395,study,5,144-215
scene_00562_r171,scene_00562,171,balcony,2,216-287
scene_00562_r422,scene_00562,422,living room,5,288-359
scene_00562_r4224224223811464,scene_00562,4224224223811464,bathroom,1,360-431
scene_00562_r4224224223811454,scene_00562,4224224223811454,balcony,3,432-503
scene_00562_r884866,scene_00562,884866,kitchen,4,504-575
scene_00562_r878346,scene_00562,878346,bedroom,4,576-647
scene_00562_r310,scene_00562,310,balcony,4,648-719
scene_00563_r632,scene_00563,632,balcony,3,0-71
scene_00563_r8083,scene_00563,8083,bedroom,5,72-143
scene_00563_r1564,scene_00563,1564,bedroom,5,144-215
scene_00563_r376,scene_00563,376,bathroom,0,216-287
scene_00563_r12327,scene_00563,12327,study,4,288-359
scene_00563_r1056,scene_00563,1056,living room,4,360-431
scene_00563_r9552,scene_00563,9552,undefined,4,432-503
scene_00563_r8924,scene_00563,8924,kitchen,4,504-575
scene_00563_r10167,scene_00563,10167,balcony,2,576-647
scene_00564_r1411411414537813,scene_00564,1411411414537813,bedroom,5,0-71
scene_00564_r477,scene_00564,477,study,1,72-143
scene_00564_r1411411414535141,scene_00564,1411411414535141,living room,5,144-215
