index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,up,front,tags,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
626,751,blinds,curtain,2,blinds,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,,
627,752,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,,
628,753,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,,
629,754,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,,
630,755,window,window,2,window,n04587648,window.n.01,,,,,,,,
631,756,sliding_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"756,756_0",,,,
632,757,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"757,757_0",,,,
633,758,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"758,758_0",,,,
634,759,single_hinge_door,door,2,door,n03221720,door.n.01,,,,"759,759_0",,,,
635,760,single_hinge_door,door,2,door,n03221720,door.n.01,,,,"760,760_0",,,,
636,761,single_hinge_door,door,2,door,n03221720,door.n.01,,,,"761,761_0",,,,
637,762,single_hinge_door,door,2,door,n03221720,door.n.01,,,,"762,762_0",,,,
638,763,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"763,763_0",,,,
639,764,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"764,764_0",,,,
640,765,garage_door,garage_door,2,door,,,,,__SYM_REFLECT_LR,"765,765_0",,,,
641,766,window,window,2,window,n04587648,window.n.01,,,,,,,,
642,767,window,window,2,window,n04587648,window.n.01,,,__SYM_REFLECT_LR,,,,,
643,768,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"768,768_0",,,,
644,769,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"769,769_0",,,,
645,77,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
646,770,single_hinge_door,door,2,door,n03221720,door.n.01,"0,1,0","0,0,1",,"770,770_0",,,,
647,771,garage_door,garage_door,2,window,,,,,__SYM_REFLECT_LR,"771,771_0",,,,
648,773,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,,
649,775,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,181,
650,776,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,181,
651,777,fence,fence,2,door,n03327234,fence.n.01,,,__SYM_ROTATE_UP_2,,,,181,
652,778,arch,arch,2,door,n02733524,arch.n.04,,,__SYM_REFLECT_LR,"778,778_0",,,,
653,779,arch,arch,2,door,n02733524,arch.n.04,,,__SYM_REFLECT_LR,"779,779_0",,,,
654,78,single_bed,bed,2,bed,n04222210,single_bed.n.01,,,__SYM_REFLECT_LR,,,,,
655,780,arch,arch,2,door,n02733524,arch.n.04,,,__SYM_REFLECT_LR,"780,780_0",,,,
656,781,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
657,782,stairs,stairs,1,floor,n04314914,step.n.04,,,__SYM_REFLECT_LR,,,,,
658,783,stairs,stairs,1,floor,n04314914,step.n.04,,,__SYM_REFLECT_LR,,,,,
659,784,stairs,stairs,1,floor,n04314914,step.n.04,,,__SYM_REFLECT_LR,,,,,
660,785,stairs,stairs,1,floor,n04314914,step.n.04,,,__SYM_REFLECT_LR,,,,,
661,786,plant,plant,2,otherprop,n00017222,plant.n.02,,,__SYM_ROTATE_UP_INF,,,,,
662,79,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
663,797,roof,roof,2,otherprop,n04105068,roof.n.01,,,__SYM_REFLECT_FB,,,,,
664,80,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_FB,,,,,
665,81,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_FB,,,,,
666,82,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__CORNER_C2,,,,,
667,83,toilet,toilet,2,toilet,n04446276,toilet.n.01,,,__SYM_REFLECT_LR,,,,,
668,85,washer,household_appliance,2,otherprop,n04554684,washer.n.03,,,__SYM_REFLECT_LR_APPROX,,,,,
669,86,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,1,
670,87,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
671,88,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_ROTATE_UP_INF,,,,,
672,89,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
673,90,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
674,91,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
675,92,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,1,
676,93,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
677,94,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,1,
678,95,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,,
679,97,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
680,98,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
681,99,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,"__SYM_REFLECT_C1_APPROX,__CORNER_C1",,,1,1,
682,s__1000,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,161,
683,s__1001,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
684,s__1002,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,161,
685,s__1003,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,162,
686,s__1004,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,162,
687,s__1005,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,165,
688,s__1006,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,165,
689,s__1007,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
690,s__1008,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,163,
691,s__1009,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,163,
692,s__1010,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,164,
693,s__1011,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,164,
694,s__1012,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,164,
695,s__1013,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,,,,,,
696,s__1014,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,166,
697,s__1015,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,166,
698,s__1016,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,166,
699,s__1017,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
700,s__1018,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_5,,,,,
701,s__1019,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_ROTATE_UP_4,,,,,
702,s__1020,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
703,s__1021,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
704,s__1022,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,167,
705,s__1023,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,167,
706,s__1024,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
707,s__1025,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
708,s__1026,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
709,s__1027,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
710,s__1028,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
711,s__1029,tall_kitchen_cabinet_with_oven,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
712,s__1030,tall_kitchen_cabinet_with_oven,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
713,s__1031,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
714,s__1032,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
715,s__1033,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
716,s__1034,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
717,s__1035,tall_kitchen_cabinet_with_oven,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
718,s__1036,tall_kitchen_cabinet_with_oven,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,7,
719,s__1037,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
720,s__1038,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
721,s__1039,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
722,s__1040,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
723,s__1041,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
724,s__1042,kitchen_set,kitchen_set,2,counter,,,,,__CORNER_C1,,,,,
725,s__1043,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
726,s__1044,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
727,s__1045,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
728,s__1046,kitchen_set,kitchen_set,2,counter,,,,,"__CORNER_C3,__CORNER_C2",,,,,
729,s__1047,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
730,s__1048,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
731,s__1049,kitchen_set,kitchen_set,2,counter,,,,,__CORNER_C2,,,,,
732,s__1050,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
733,s__1051,kitchen_set,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C1,,,1,8,
734,s__1052,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,8,
735,s__1053,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,8,
736,s__1054,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,8,
737,s__1055,kitchen_cabinet_with_refrigerator,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,8,
738,s__1056,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,8,
739,s__1057,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,8,
740,s__1058,range_oven,kitchen_appliance,2,counter,n04330340,stove.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
741,s__1059,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
742,s__1060,range_hood,kitchen_appliance,2,counter,n04053677,range_hood.n.01,,,__SYM_REFLECT_LR,,,,,
743,s__1061,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
744,s__1062,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
745,s__1063,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,8,
746,s__1064,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,8,
747,s__1065,kitchen_set,kitchen_set,2,counter,,,,,,,,,,
748,s__1066,kitchen_sink_with_dishwasher,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,,
749,s__1067,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
750,s__1068,bookshelf,shelving,2,night_stand,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,,
751,s__1069,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,185,
752,s__1070,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,,,,,,
753,s__1071,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,185,
754,s__1072,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_FRONT_INF,,,,185,
755,s__1073,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
756,s__1074,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
757,s__1075,kitchen_island,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
758,s__1076,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
759,s__1077,kitchen_cabinet_with_refrigerator,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,9,
760,s__1078,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
761,s__1079,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
762,s__1080,armchair,chair,2,chair,armchair.n.01,chair.n.01,,,__SYM_REFLECT_LR,,,,,
763,s__1081,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_5,,,,,
764,s__1082,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_6,,,,,
765,s__1083,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
766,s__1084,range_hood_with_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
767,s__1085,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
768,s__1086,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,9,
769,s__1087,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_2,,,,,
770,s__1088,kitchen_set,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,9,
771,s__1089,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
772,s__1090,rug,rug,2,floor_mat,n04118021,rug.n.01,,,__SYM_ROTATE_UP_2,,,,,
773,s__1091,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_2,,,,,
774,s__1092,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
775,s__1093,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,168,
776,s__1094,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,168,
777,s__1095,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
778,s__1096,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
779,s__1097,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,"__SYM_REFLECT_C1,__CORNER_C1",,,,,
780,s__1098,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
781,s__1099,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
782,s__1100,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
783,s__1101,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
784,s__1102,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
785,s__1103,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
786,s__1104,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
787,s__1105,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
788,s__1106,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,169,
789,s__1107,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,169,
790,s__1108,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
791,s__1109,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
792,s__1110,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,,,__SYM_REFLECT_LR,,,,,
793,s__1111,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
794,s__1112,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
795,s__1113,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,,
796,s__1114,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_3,,,,,
797,s__1115,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
798,s__1116,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
799,s__1117,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_ROTATE_UP_INF,,,,,
800,s__1118,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,,,,,,
801,s__1119,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
802,s__1120,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
803,s__1121,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
804,s__1122,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
805,s__1123,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_ROTATE_UP_2,,,,,
806,s__1124,bench_chair,bench_chair,2,chair,n02788386,banquette.n.01,,,__SYM_ROTATE_UP_2,,,,,
807,s__1125,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
808,s__1126,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
809,s__1127,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
810,s__1128,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_6,,,,,
811,s__1129,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01,,,__SYM_ROTATE_UP_3,,,,,
812,s__1130,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2_APPROX,,,,,
813,s__1131,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_LR,,,,,
814,s__1132,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
815,s__1133,stool,chair,2,chair,n04326896,stool.n.01,,,__SYM_ROTATE_UP_4,,,,,
816,s__1134,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
817,s__1135,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
818,s__1136,toilet,toilet,2,toilet,n04446276,toilet.n.01,,,__SYM_REFLECT_LR,,,,,
819,s__1137,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_ROTATE_UP_2,,,,,
820,s__1138,bidet,toilet,2,toilet,n02836174,bidet.n.01,,,__SYM_REFLECT_LR,,,,,
821,s__1139,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,170,
822,s__1140,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,170,
823,s__1141,range_oven_with_hood,kitchen_appliance,2,refridgerator,n04330340,stove.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
824,s__1142,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,"10,11",
825,s__1143,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C1,,,1,10,
826,s__1144,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C2,,,1,10,
827,s__1145,kitchen_island,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,11,
828,s__1146,dishwasher,kitchen_cabinet,2,counter,n03207941,dishwasher.n.01,,,,,,,10,
829,s__1147,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
830,s__1148,kitchen_sink,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,10,
831,s__1149,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
832,s__1150,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C2,,,1,"10,11",
833,s__1151,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C2,,,1,"10,11",
834,s__1152,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,171,
835,s__1153,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,171,
836,s__1154,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,171,
837,s__1155,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,171,
838,s__1156,short_kitchen_cabinet_with_hanging_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,11,
839,s__1157,kitchen_cabinet_with_refrigerator,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,,,,,"10,11",
840,s__1158,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
841,s__1159,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
842,s__1160,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
843,s__1161,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
844,s__1162,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
845,s__1163,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,133,
846,s__1164,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,133,
847,s__1165,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_2,,,,,
848,s__1166,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
849,s__1167,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
850,s__1168,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_2,,,,,
851,s__1169,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
852,s__1170,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
853,s__1171,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,175,
854,s__1172,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,175,
855,s__1173,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,,
856,s__1174,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
857,s__1175,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,,
858,s__1176,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
859,s__1177,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
860,s__1178,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
861,s__1179,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
862,s__1180,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
863,s__1183,wardrobe_cabinet,wardrobe_cabinet,2,bookshelf,n02933112,cabinet.n.01,,,,,,,,
864,s__1184,wardrobe_cabinet,wardrobe_cabinet,2,bookshelf,n02933112,cabinet.n.01,,,,,,,,
865,s__1185,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,,,,,,,,
866,s__1186,wardrobe_cabinet,wardrobe_cabinet,2,bookshelf,n02933112,cabinet.n.01,,,,,,,,
867,s__1187,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,,,,,,,,
868,s__1188,wardrobe_cabinet,wardrobe_cabinet,2,bookshelf,n02933112,cabinet.n.01,,,,,,,,
